Themes/Phrases,strength
government corporations,1.0
federal activities,1.0
evaluation authorities,1.0
contracting actions,1.0
major components,1.0
presidential appointee,1.0
GAO-established standards,1.0
several forms,1.0
federal programs,1.0
broad range,1.0
program evaluations,1.0
basic audit,1.0
specific communications,1.0
agency executive liaisons,1.5
ongoing audit presence,1.5
periodic meetings,1.0
Associate Administrator,1.0
mutual interest,1.0
ongoing work,1.0
particular program,1.0
executive-level meetings,1.0
emerging issues,1.0
long-term work plans,1.5
executive-level meeting,1.0
particular work,1.0
professional courtesy,1.0
primary point,1.0
agency comment meetings,1.5
central liaison,1.0
agency comments,1.0
relevant programs,1.0
completion date,1.0
draft product,1.0
legal authority,1.0
congressional requester,1.0
congressional requester,1.0
appropriate agency representatives,1.5
ongoing review,1.0
engagement subject,1.0
unique identification number,1.5
engagement code,1.0
key questions,1.0
estimated start date,1.5
Special Investigations section,1.5
anticipated location,1.0
e-mail address,1.0
holding entrance conference,1.5
central liaison,1.0
agreed-upon format,1.0
telephone number,1.0
agency management official,1.5
major components,1.0
appropriate security clearance,1.5
visit form,1.0
certain types,1.0
notification letter,1.0
agency-designated liaison,1.0
e-mail message notification,1.5
agency liaison,1.0
Recommendations section,1.0
entrance conference,1.0
entrance conference,1.0
e-mail message,1.0
congressional requests,1.0
recommendation follow-up process,1.5
key contact,1.0
agency officials,1.0
entrance conference,1.0
14 calendar days,1.5
entrance conference,1.0
key objectives,1.0
agency officials,1.0
office space,1.0
notification letter,1.0
information needs,1.0
special clearances,1.0
agency officials,1.0
key agency officials-those,1.5
temporary office space,1.5
knowledgeable agency personnel,1.5
Closeout Meeting,1.0
key objectives,1.0
entrance conference,1.0
central agencies,1.0
entrance conferences,1.0
field locations,1.0
available studies,1.0
electronic files,1.0
separate agency field locations,2.0
substantive exchange,1.0
performance management,1.0
governmentwide review,1.0
entrance conference,1.0
governmentwide reviews,1.0
including reviews,1.0
major agencies,1.0
allocation process,1.0
congressional requests,1.0
implementation status,1.0
field location,1.0
certain cases,1.0
results orientation,1.0
budget decisions,1.0
single entrance conference,1.5
entrance conference,1.0
ongoing work,1.0
closeout meeting,1.0
particular location,1.0
full understanding,1.0
closeout meeting,1.0
agency officials,1.0
closeout meeting,1.0
involved interviews,1.0
numerous people,1.0
significant period,1.0
separate entrance conference,1.5
specific agencies,1.0
short time frame,1.5
performing work,1.0
conducting work,1.0
field location,1.0
closeout meeting,1.0
relevant information,1.0
closeout meeting,1.0
field location,1.0
location-specific information,1.0
field locations,1.0
relevant field,1.0
preliminary conclusions,1.0
exit conference,1.0
critical facts,1.0
key information,1.0
closeout meeting,1.0
critical facts,1.0
potential recommendations,1.0
data collection,1.0
exit conference,1.0
responsible agency officials,1.5
auditing standards,1.0
factual information,1.0
affected parties,1.0
premature disclosure,1.0
Special Investigations,1.0
timing needs,1.0
substantive discussions,1.0
testimony statements,1.0
30 calendar days,1.5
exact time,1.0
agency comments,1.0
e-mail message,1.0
hard copy,1.0
affected party,1.0
electronic file,1.0
agency comments,1.0
text-to-sound screen reader software,2.0
specific information,1.0
single position,1.0
senior official,1.0
oral comments,1.0
accessible product format,1.5
restricted reports,1.0
disparate agency views,1.5
criminal investigators,1.0
calendar days,1.0
rare cases,1.0
draft report,1.0
senior executive official,1.5
entrance conference,1.0
governmentwide work,1.0
informational purposes,1.0
draft report,1.0
draft report,1.0
classification authority,1.0
classification review,1.0
Congressional Protocols,1.0
draft product,1.0
draft report,1.0
agency-designated liaison,1.0
agencydesignated point,1.0
transmittal letter,1.0
therefore subject,1.0
Congressional Protocols,1.0
development work,1.0
draft report,1.0
classification review,1.0
sensitive draft reports,1.5
draft reports,1.0
central liaison,1.0
transmittal letter,1.0
draft report,1.0
unauthorized personnel,1.0
draft report,1.0
restrictive comment procedures,1.5
draft report,1.0
draft report,1.0
draft product,1.0
congressional requester,1.0
classification review,1.0
agreed-upon format,1.0
responsible agency management official,2.0
limited circumstances,1.0
agency officials,1.0
agency officials,1.0
obtaining agency comments,1.5
extra precautions,1.0
particular sensitivity,1.0
draft report,1.0
consolidated comments,1.0
draft report,1.0
receiving agency comments,1.5
e-mail message,1.0
congressional staff,1.0
oral comments,1.0
draft report,1.0
agency officials,1.0
external parties,1.0
Unsigned e-mail,1.0
congressional client,1.0
final report,1.0
subcommittee Chairs,1.0
hearing appearances,1.0
agency officials,2.0
entrance conference,1.0
testimony statements,1.0
relevant committees,1.0
short time frames,1.5
responsible agency management official,2.0
agency officials,1.0
agency official,1.0
telephone conference call,1.5
testimony statement,1.0
testimony statement views,1.5
testimony statement,1.0
future proceedings,1.0
applicable committees,1.0
previous review,1.0
ongoing work,1.0
e-mail message,1.0
final product,1.0
testimony statement,1.0
reported work,1.0
agency views,1.0
Special Investigations,1.0
government auditing,1.0
separate section,1.0
testimony statement,1.0
electronic copies,1.0
final results,1.0
appropriate corrective,1.0
agency contact,1.0
congressional requester,1.0
oral briefing,1.0
transmittal letter,1.0
hard copies,1.0
issue date,1.0
available subject-matter record,1.5
future use,1.0
readily available,1.0
central liaison,1.0
providing copies,1.0
Classified products,1.0
closed recommendations,1.0
targeted issuance date,1.5
calendar days,1.0
record maintenance,1.0
monitoring responsibilities,1.0
congressional requester,1.0
appropriate security clearances,1.5
ongoing basis,1.0
Restricted versions,1.0
special attention,1.0
open recommendations database,1.5
Specific recommendations,1.0
executive agencies,1.0
internal management control systems,2.0
audit recommendations,1.0
congressional committee,1.0
key words,1.0
Congressional oversight,1.0
considering reports,1.0
written statement,1.0
agency head,1.0
top-level audit,1.0
authorization committees,1.0
accurate records,1.0
executive branch audit organizations,2.0
nonfederal auditors,1.0
follow-up official,1.0
accurate records,1.0
congressional requester,1.0
Congressional Protocols,1.0
day period,1.0
Special Investigations,1.0
preliminary information,1.0
primary source,1.0
agency personnel,1.0
agency documents,1.0
cognizant agency officials,1.5
obtaining copies,1.0
conducting oversight investigations,1.5
appropriate law enforcement agency,2.0
federal programs,1.0
serious security issues,1.5
Special Investigations,1.0
serious wrongdoing,1.0
sufficient work,1.0
proactive operations,1.0
criminal investigators,1.0
criminal law,1.0
automated system,1.0
law enforcement agency,1.5
related findings,1.0
appropriate use,1.0
investigative techniques,1.0
professional care,1.0
ongoing executive branch,1.5
judicial proceedings,1.0
relevant information,1.0
potential violations,1.0
procurement improprieties,1.0
appropriate authorities,1.0
federal funds,1.0
enforcement agency,1.0
individual rights,1.0
analytical evidence,1.0
appropriate agency,1.0
obtaining evidence,1.0
court decisions,1.0
required knowledge,1.0
civil proceedings,1.0
civil cases,1.0
Revealing information,1.0
financial auditors,1.0
related findings,1.0
relevant evidence,1.0
external impairments,1.0
public report,1.0
standard agency,1.0
following sections,1.0
accepted government auditing standards,2.0
federal funds,1.0
agreed-upon time frames,1.5
financial auditors,1.0
efficient performance,1.0
unreasonable delays,1.0
statutory rights,1.0
required information,1.0
electronic files,1.0
intra-agency memorandums,1.0
certain categories,1.0
certain standards,1.0
various forms,1.0
special legislation,1.0
access statute,1.0
certain types,1.0
agency records,1.0
access information,1.0
federal agency documents,1.5
basic access authority,1.5
wide range,1.0
deliberative documents,1.0
access predecisional,1.0
proprietary data,1.0
plan records,1.0
statutory right,1.0
statutory requirements,1.0
necessary security,1.0
social security,1.0
employee benefit,1.0
otherwise sensitive,1.0
federal funds,1.0
grand jury information,1.5
credit card account,1.5
statutory access authority,1.5
nonfederal organization,1.0
publicly available,1.0
disclosure policy,1.0
travel vouchers,1.0
originating organization,1.0
congressional Members,1.0
privacy considerations,1.0
different collection approaches,1.5
proprietary data,1.0
gaining access,1.0
public availability,1.0
concerning taxpayer return information,2.0
protected banking,1.0
evidence requirements,1.0
government auditing,1.0
physical evidence,1.0
direct inspection,1.0
documentary evidence,1.0
various formats,1.0
electronic databases,1.0
testimonial evidence,1.0
accounting records,1.0
data comparisons,1.0
Resolving Disputes,1.0
analytical evidence,1.0
timely access,1.0
contractor personnel,1.0
minimal interruption,1.0
time frames,1.0
Timely access,1.0
agreed-upon time frames,1.5
reporting standards,1.0
unreasonable delays,1.0
gaining access,1.0
